Gasoline_Demand,Diesel_Demand,Crude_Price,Avg_Temperature,Holiday_Flag,Industrial_Activity_Index,Day_of_Week,Month,Lag_1,Lag_7,Lag_14,RollingMean_7,RollingMean_30
502946,291357,78.89973420026054,14.44844173443685,1,105.13578445804794,3,12,587907.0,570862.0,536967.0,520815.5714285714,511965.86666666664
509616,357732,61.825949820095346,10.550236977571943,0,96.64001404235358,4,1,502946.0,507455.0,550810.0,521124.28571428574,511340.0333333333
505983,336156,65.6009639021327,26.995782175637835,0,104.88884335675108,5,1,509616.0,536672.0,430746.0,516740.14285714284,508963.26666666666
587563,344579,71.07257231165224,63.08188751307618,0,93.03960364948102,6,1,505983.0,493179.0,449377.0,530223.5714285715,512334.8333333333
524123,283807,98.86130763604204,42.89579911060366,0,92.6063597618258,0,1,587563.0,571836.0,579476.0,523407.4285714286,514129.9
549661,376611,73.25388028412203,42.19250074394494,0,96.91254074072316,1,1,524123.0,445714.0,454045.0,538257.0,517649.8
443484,315953,79.2816423244833,80.7669510583691,0,106.15404738088114,2,1,549661.0,587907.0,497888.0,517625.14285714284,515517.6
482989,338563,67.84390850953572,81.6450278505471,0,94.92696494484603,3,1,443484.0,502946.0,570862.0,514774.14285714284,512554.23333333334
436212,381264,84.43120284303073,82.73402112428685,0,91.2650681779736,4,1,482989.0,509616.0,507455.0,504287.85714285716,507874.73333333334
443525,323797,71.22732862063897,35.11024612120218,0,92.6341907041271,5,1,436212.0,505983.0,536672.0,495365.28571428574,508664.56666666665
578274,263888,68.27970313753707,65.28446501914094,0,107.1748993705916,6,1,443525.0,587563.0,493179.0,494038.28571428574,509657.0
563707,273609,80.66290513783916,31.730654501949573,0,102.67566569494576,0,1,578274.0,524123.0,571836.0,499693.14285714284,510515.06666666665
463208,209077,60.22023196641683,25.24878664595598,0,95.06402326739952,1,1,563707.0,549661.0,445714.0,487342.71428571426,508742.63333333336
433828,220953,60.30656130596901,24.770596587789537,0,101.10591650656364,2,1,463208.0,443484.0,587907.0,485963.28571428574,508292.4666666667
549783,314682,68.76275236407432,37.36860966908752,0,100.551592448507,3,1,433828.0,482989.0,502946.0,495505.28571428574,508801.63333333336
403420,267889,61.46885450003285,44.396609582385736,0,103.10871956881324,4,1,549783.0,436212.0,509616.0,490820.71428571426,506375.2
496752,354893,64.32103016522765,76.47593368440548,0,94.66375108843232,5,1,403420.0,443525.0,505983.0,498424.5714285714,505034.7
531373,368639,73.55442597355007,19.59128747781697,0,107.28805974388796,6,1,496752.0,578274.0,587563.0,491724.4285714286,504386.8
576308,315374,92.10342718319252,68.79406779159153,0,96.18737124160026,0,1,531373.0,563707.0,524123.0,493524.5714285714,509238.86666666664
515294,224860,82.88194573477203,52.516393135144426,0,103.88263307952474,1,1,576308.0,463208.0,549661.0,500965.4285714286,511436.1
597307,352267,80.50670903825666,33.0356274140794,0,90.3224929274443,2,1,515294.0,433828.0,443484.0,524319.5714285715,512030.4666666667
585312,277475,71.73955292832487,49.42556676262597,0,97.45314259788294,3,1,597307.0,549783.0,482989.0,529395.1428571428,516406.0333333333
524019,287266,97.27014877731266,33.99536558216181,0,97.03419635917616,4,1,585312.0,403420.0,436212.0,546623.5714285715,517277.06666666665
465726,352499,75.88060164948767,57.68655641906448,0,100.86968857166028,5,1,524019.0,496752.0,443525.0,542191.2857142857,513772.5333333333
541564,300732,63.48371067183086,44.707513828419536,0,91.45472523554392,6,1,465726.0,531373.0,578274.0,543647.1428571428,514909.5
515668,227083,84.68266064471206,23.1524423263103,0,105.80262747452215,0,1,541564.0,576308.0,563707.0,534984.2857142857,514209.36666666664
406102,257372,64.55353573906406,19.326645964455736,0,94.35561603535136,1,1,515668.0,515294.0,463208.0,519385.4285714286,511306.8
581408,323786,73.80892571206769,53.73565456577041,0,103.5407562976402,2,1,406102.0,597307.0,433828.0,517114.14285714284,511625.86666666664
518015,375136,80.29647754871236,82.19304266288827,0,106.06424246488186,3,1,581408.0,585312.0,549783.0,507500.28571428574,514035.9
426641,207813,94.96890098740704,37.51661492461484,0,101.23753912483026,4,1,518015.0,524019.0,403420.0,493589.14285714284,508660.36666666664
565656,231598,79.74186321360474,68.64000857780985,0,104.81766413443972,5,1,426641.0,465726.0,496752.0,507864.85714285716,510750.7
563817,293106,88.09035064126657,62.692908395181355,0,103.23720624430013,6,1,565656.0,541564.0,531373.0,511043.85714285716,512557.4
554165,227082,99.7126735599628,84.52439314475848,0,97.11059594304017,0,2,563817.0,515668.0,576308.0,516543.4285714286,514163.4666666667
597177,229241,65.25956479591926,75.67848138393127,0,106.1771707806713,1,2,554165.0,406102.0,515294.0,543839.8571428572,514483.93333333335
503746,375641,70.98926102078079,55.32842071243704,0,95.89402739771056,2,2,597177.0,581408.0,597307.0,532745.2857142857,513804.7
582957,211745,75.78304302390586,62.56243985872858,0,101.42425835503036,3,2,503746.0,518015.0,585312.0,542022.7142857143,514914.56666666665
436631,226029,76.87312714155325,81.87091732672279,1,104.9079547828308,4,2,582957.0,426641.0,524019.0,543449.8571428572,514686.13333333336
472991,344097,76.44084301062183,41.96150276695478,0,97.57911819625016,5,2,436631.0,565656.0,465726.0,530212.0,514352.86666666664
404014,323395,96.3044401022622,36.143576468622186,0,96.0553521523485,6,2,472991.0,563817.0,541564.0,507383.0,513279.6
411093,345360,88.56130577867425,10.864886690815707,0,99.18692020345644,0,2,404014.0,554165.0,515668.0,486944.14285714284,512198.5333333333
418070,289186,84.31620856362815,76.12408593531714,0,106.35926988698309,1,2,411093.0,597177.0,406102.0,461357.4285714286,506858.4
435777,337612,72.37490871451128,74.07845603226919,0,108.5984352629133,2,2,418070.0,503746.0,581408.0,451647.5714285714,502594.06666666665
456958,297768,92.9516153688518,18.35636144801211,0,100.9016682571978,3,2,435777.0,582957.0,518015.0,433647.71428571426,502385.73333333334
482074,399950,98.20242045939956,56.148590490616016,0,103.22932410647304,4,2,456958.0,436631.0,426641.0,440139.5714285714,503993.93333333335
410729,241846,92.84793130200906,47.11853585335099,0,108.06547244477828,5,2,482074.0,472991.0,565656.0,431245.0,499358.8
576089,275932,60.062604207658914,19.496727640728917,0,91.97093702825885,6,2,410729.0,404014.0,563817.0,455827.14285714284,505114.43333333335
597392,348554,85.45605480733629,88.44545816485788,0,94.6415715573233,0,2,576089.0,411093.0,554165.0,482441.28571428574,508469.1
558823,223411,62.04541525768403,27.175670997068437,1,104.17800012503164,1,2,597392.0,418070.0,597177.0,502548.85714285716,509384.1
505864,382047,70.30428881334888,15.378734407244892,0,106.474889238246,2,2,558823.0,435777.0,503746.0,512561.28571428574,507035.9666666667
530858,391617,62.380988013910866,57.587790360152766,0,107.14058056661156,3,2,505864.0,456958.0,582957.0,523118.4285714286,507554.76666666666
505510,278797,84.15181811797551,69.10933417064261,0,98.30214353709866,4,2,530858.0,482074.0,436631.0,526466.4285714285,504494.86666666664
454748,252307,87.46359653970427,12.595475683774955,0,91.78679804583734,5,2,505510.0,410729.0,472991.0,532754.8571428572,500142.73333333334
405801,334165,64.57950552263621,62.69741109816177,0,98.7556295459924,6,2,454748.0,576089.0,404014.0,508428.0,496202.13333333336
550262,222042,75.35355532179918,52.58335007611635,0,94.61469180414107,0,2,405801.0,597392.0,411093.0,501695.14285714284,499020.0
580761,252930,78.24946035822168,18.261200710003873,0,95.82392909993249,1,2,550262.0,558823.0,418070.0,504829.14285714284,500326.56666666665
582065,375485,74.76212087043666,23.801910155708967,0,105.44535113675012,2,2,580761.0,505864.0,435777.0,515715.0,502539.8
429592,297883,64.84100001940772,55.43794378528644,0,91.51054172051774,3,2,582065.0,530858.0,456958.0,501248.4285714286,503322.8
410647,233756,76.75791160749901,33.708609081063074,0,106.55162434961404,4,2,429592.0,505510.0,482074.0,487696.5714285714,497630.76666666666
539788,253268,90.04712191233672,85.06525829210528,0,98.5533817164834,5,2,410647.0,454748.0,410729.0,499845.14285714284,498356.5333333333
510627,370286,62.84030658133022,75.49921835872406,0,101.9212786220119,6,2,539788.0,405801.0,576089.0,514820.28571428574,501156.06666666665
470316,359674,63.20720056327614,88.68537652109305,1,91.79304462471356,0,3,510627.0,550262.0,597392.0,503399.4285714286,497978.06666666665
402368,384403,74.19085167343937,30.773667116033117,0,96.7471815671456,1,3,470316.0,580761.0,558823.0,477914.71428571426,492596.43333333335
477575,248901,97.669028464757,87.57789062383816,0,91.79401838029692,2,3,402368.0,582065.0,505864.0,462987.5714285714,490043.43333333335
406655,299986,86.74290586891657,44.498709583324626,0,109.2308744576222,3,3,477575.0,429592.0,530858.0,459710.85714285716,483692.7
470031,394488,87.1467982669026,37.801503625100366,0,106.145232986525,4,3,406655.0,410647.0,505510.0,468194.28571428574,482568.86666666664
487922,363268,74.4767996335146,14.02796215754826,0,99.1926550871292,5,3,470031.0,539788.0,454748.0,460784.85714285716,479401.0333333333
586838,328386,83.74643164834154,14.22122062876821,0,94.47205096647342,6,3,487922.0,510627.0,405801.0,471672.14285714284,484407.93333333335
524046,205626,60.40524736110974,65.36090047573238,0,108.66910210499704,0,3,586838.0,470316.0,550262.0,479347.85714285716,486109.76666666666
544475,338496,85.44384185638168,46.63431955472223,0,96.89193191453944,1,3,524046.0,402368.0,580761.0,499648.85714285716,490791.8
432097,212857,96.53147790304946,28.121730082888455,0,93.2196886337475,2,3,544475.0,477575.0,582065.0,493152.0,491491.93333333335
542038,351054,84.50293873379277,59.117624506018615,0,101.2632877690791,3,3,432097.0,406655.0,429592.0,512492.4285714286,495624.2
524862,333052,94.9479437386538,30.228649460008896,0,108.87548240689632,4,3,542038.0,470031.0,410647.0,520325.4285714286,498593.7
518834,379362,88.95892221864375,56.21054034755381,0,90.07660581000646,5,3,524862.0,487922.0,539788.0,524741.4285714285,500656.23333333334
493848,226431,64.82233665614761,38.73669975861523,0,94.76249686507998,6,3,518834.0,586838.0,510627.0,511457.14285714284,501048.7
452921,284976,96.09813229143369,75.88417812894552,0,108.76895280820816,0,3,493848.0,524046.0,470316.0,501296.4285714286,502455.1
580798,282711,62.657753774231,75.65569286134235,0,93.42171933714324,1,3,452921.0,544475.0,402368.0,506485.4285714286,502612.06666666665
526141,226385,81.35869890191056,48.188031849792104,1,92.2648690327964,2,3,580798.0,432097.0,477575.0,519920.28571428574,500237.0333333333
581372,369230,65.6854849517383,38.06552874680125,0,101.4037443159961,3,3,526141.0,542038.0,406655.0,525539.4285714285,500988.6666666667
422677,354091,60.46826442923616,39.00478372472756,0,107.2368764658966,4,3,581372.0,524862.0,470031.0,510941.5714285714,498215.76666666666
455609,218639,76.88137040510556,74.45716205345744,0,99.54219635387852,5,3,422677.0,518834.0,487922.0,501909.4285714286,495707.4666666667
587733,285530,71.80162830616625,36.25435862380896,0,109.8912851336905,6,3,455609.0,493848.0,586838.0,515321.5714285714,498448.23333333334
431024,221563,79.44001975190412,26.72474989654768,0,103.58343399075986,0,3,587733.0,452921.0,524046.0,512193.4285714286,497657.43333333335
470313,370413,83.08799546938204,16.775067350024546,1,91.48149814420896,1,3,431024.0,580798.0,544475.0,496409.85714285716,499807.8333333333
527813,315672,61.74956289235789,47.33544967075267,0,109.85664263363952,2,3,470313.0,526141.0,432097.0,496648.71428571426,499059.5333333333
584078,336848,64.92013180494982,48.570567913587354,0,98.15788473560382,3,3,527813.0,581372.0,542038.0,497035.28571428574,499170.1
495285,367516,82.34569585801701,77.27269683223257,0,95.74805067690966,4,3,584078.0,422677.0,524862.0,507407.85714285716,496277.43333333335
546410,399988,73.72669412690632,27.69909571568512,0,101.15758367155772,5,3,495285.0,455609.0,518834.0,520379.4285714286,500171.36666666664
599099,339783,89.16693950197792,40.47930189347199,0,96.08615183641729,6,3,546410.0,587733.0,493848.0,522003.14285714284,506453.1
513632,282970,86.09166594367758,74.67245911149527,0,91.72915014240304,0,3,599099.0,431024.0,452921.0,533804.2857142857,505581.23333333334
550580,285553,93.82417451959628,75.88988885991787,0,90.02856686158353,1,3,513632.0,470313.0,580798.0,545271.0,506913.0
403051,361779,87.69971306676901,40.768886078301456,0,98.99166705840524,2,3,550580.0,527813.0,526141.0,527447.8571428572,504670.8333333333
579819,370182,77.19724309560593,46.729921862934475,0,106.73726844453184,3,4,403051.0,584078.0,581372.0,526839.4285714285,510585.86666666664
514692,392860,86.9186648957773,34.262871267942636,0,101.44630371260152,4,4,579819.0,495285.0,422677.0,529611.8571428572,511823.1
487235,282879,71.01524697021674,84.60439027354496,0,109.9841459788688,5,4,514692.0,546410.0,455609.0,521158.28571428574,514509.1
585093,369899,72.25253995112851,19.491501259326427,0,95.736932912944,6,4,487235.0,599099.0,587733.0,519157.4285714286,518344.5
597484,336727,91.55940639683172,84.6999538401176,0,95.6091012952011,0,4,585093.0,513632.0,431024.0,531136.2857142857,521996.56666666665
589407,244859,77.8567806560633,64.70931614682746,0,93.19498920467888,1,4,597484.0,550580.0,470313.0,536683.0,522082.2
587251,384697,91.9352136207341,52.5257722149385,0,93.2812717653067,2,4,589407.0,403051.0,527813.0,562997.2857142857,524189.0333333333
563165,252098,92.89689494673114,12.61272486275967,0,95.70373192020097,3,4,587251.0,579819.0,584078.0,560618.1428571428,524812.0333333333
570806,346323,94.30249350645136,48.047695345760665,0,105.85680090547056,4,4,563165.0,514692.0,495285.0,568634.4285714285,529435.6666666666
473523,322413,96.66540943364828,42.61984840021859,0,108.11513581272897,5,4,570806.0,487235.0,546410.0,566675.5714285715,527151.8333333334
494476,200526,77.23940882053185,22.897504958009804,0,109.50174339415362,6,4,473523.0,585093.0,599099.0,553730.2857142857,526138.9666666667
417019,268760,72.75467273284555,62.512768280052555,0,94.64579308192906,0,4,494476.0,597484.0,513632.0,527949.5714285715,522745.13333333336
483613,247837,83.28794986376455,87.69207258946287,0,107.62595091228184,1,4,417019.0,589407.0,550580.0,512836.14285714284,522403.9666666667
486672,211536,74.84689693750511,54.97510488516201,0,96.56510178554674,2,4,483613.0,587251.0,403051.0,498467.71428571426,523529.0
473847,228541,84.04296667200931,67.18026211551566,0,92.25681089033768,3,4,486672.0,563165.0,579819.0,485708.0,519963.9666666667
482750,279083,88.22343450575299,15.476036205281344,0,107.40049851040332,4,4,473847.0,570806.0,514692.0,473128.5714285714,518517.6
428251,382099,87.53620073968547,43.41335966535958,0,102.72211269287236,5,4,482750.0,473523.0,487235.0,466661.14285714284,513413.56666666665
503481,234531,74.98211548080485,19.30867881315967,0,93.29461792162124,6,4,428251.0,494476.0,585093.0,467947.5714285714,516107.0333333333
512566,208712,66.67440806795011,59.02366684292083,1,98.59662515026004,0,4,503481.0,417019.0,597484.0,481597.14285714284,518005.6
425945,304101,77.2211735384883,85.07857265713237,0,95.74515389754136,1,4,512566.0,483613.0,589407.0,473358.85714285716,512612.6666666667
490852,265455,65.70376576327635,62.942218597731085,0,104.73589137420394,2,4,425945.0,486672.0,587251.0,473956.0,514606.93333333335
432217,274744,95.60388140735232,16.144243865153722,0,99.06832461248536,3,4,490852.0,473847.0,563165.0,468008.85714285716,513337.06666666665
408308,329749,73.83509842951429,38.37329639880663,1,109.7855989021277,4,4,432217.0,482750.0,570806.0,457374.28571428574,509353.56666666665
405949,205109,66.17838988893295,54.05307035526812,0,91.0948996451919,5,4,408308.0,428251.0,473523.0,454188.28571428574,503415.93333333335
583062,249268,61.01791039623003,42.256620490660175,0,97.10030532272494,6,4,405949.0,503481.0,494476.0,465557.0,506341.8333333333
532222,254615,85.83289545145936,76.69152083801379,0,99.63800334219955,0,4,583062.0,512566.0,417019.0,468365.0,505868.9
500235,282503,85.47609269818973,75.17368037679914,0,100.0626710949664,1,4,532222.0,425945.0,483613.0,478977.85714285716,502573.43333333335
474740,360831,73.62416666325167,58.94648160825771,0,96.31871644771272,2,4,500235.0,490852.0,486672.0,476676.14285714284,501277.0333333333
516352,285708,62.86847555390604,39.87663561061642,1,104.58480498195136,3,4,474740.0,432217.0,473847.0,488695.4285714286,500136.1
466617,391184,76.38515579580928,30.42690990105953,0,107.49494146977948,4,4,516352.0,408308.0,482750.0,497025.28571428574,502254.9666666667
416896,302471,72.44869980253574,18.469945457050343,0,108.77438603955726,5,5,466617.0,405949.0,428251.0,498589.14285714284,496824.2
530798,357661,87.08482558940037,38.39181467892432,0,106.10186753599052,6,5,416896.0,583062.0,503481.0,491122.85714285716,497361.06666666665
577247,361087,84.23116997810762,43.05380137661757,0,107.01160394613198,0,5,530798.0,532222.0,512566.0,497555.0,500361.4666666667
538877,360081,74.5837491279016,64.0658340083259,0,101.01090601239991,1,5,577247.0,500235.0,425945.0,503075.28571428574,498820.93333333335
405237,283309,68.7157021701996,62.65278594380588,0,106.51776452853628,2,5,538877.0,474740.0,490852.0,493146.28571428574,492412.7
420056,326446,99.52143864622369,15.608651171300556,0,96.07007818295904,3,5,405237.0,516352.0,432217.0,479389.71428571426,486767.6666666667
576615,393118,78.1600648478446,41.620745234492624,0,97.96957524218428,4,5,420056.0,466617.0,408308.0,495103.71428571426,486413.13333333336
587628,306661,87.53096943120948,24.542309377388953,0,96.33826027637087,5,5,576615.0,416896.0,405949.0,519494.0,487228.56666666665
514548,357215,65.62211870313443,22.545016425344457,0,99.34774670895852,6,5,587628.0,530798.0,583062.0,517172.5714285714,485353.3
511488,206154,79.4235879863759,76.18417197897968,1,95.71159232477272,0,5,514548.0,577247.0,532222.0,507778.4285714286,486618.8
534415,352876,61.10146879477862,13.353217337300602,0,109.23222884508894,1,5,511488.0,538877.0,500235.0,507141.0,487950.1
544572,372760,80.218204716418,43.534630072169705,0,96.25689256011336,2,5,534415.0,405237.0,474740.0,527046.0,492201.86666666664
584294,264288,98.56069628470809,23.456292461321453,0,91.9608907622188,3,5,544572.0,420056.0,516352.0,550508.5714285715,495557.9
429375,251195,75.36826851943201,80.34641725427792,0,100.53634332100827,4,5,584294.0,576615.0,466617.0,529474.2857142857,493648.0
540734,220581,61.559840502996465,54.56324106200281,0,91.14198156890352,5,5,429375.0,587628.0,416896.0,522775.14285714284,495877.56666666665
416964,383720,61.23823163677374,28.51045091014784,0,92.2108633261716,6,5,540734.0,514548.0,530798.0,508834.5714285714,493684.7
513429,230087,75.51947039787478,50.19418297331011,0,94.38778778392492,0,5,416964.0,511488.0,577247.0,509111.85714285716,496523.9666666667
590710,381002,66.40099745852777,68.51890877624926,0,99.28700499764284,1,5,513429.0,534415.0,538877.0,517154.0,499431.6
467215,364053,60.93408385312743,86.6494407135547,0,98.66501864618056,2,5,590710.0,544572.0,405237.0,506103.0,497919.9
469042,269298,90.24854455800708,27.635680339633517,1,105.99383724005584,3,5,467215.0,584294.0,420056.0,489638.4285714286,499356.4666666667
544356,246167,78.34092035527563,80.89454177034762,0,104.78949307768228,4,5,469042.0,429375.0,576615.0,506064.28571428574,501139.93333333335
493468,374480,71.56979087890618,84.74432913339922,0,98.52636587981402,5,5,544356.0,540734.0,587628.0,499312.0,503181.63333333336
592461,239499,96.00332732065922,83.3136435625653,0,96.6740841515126,6,5,493468.0,416964.0,514548.0,524383.0,509320.06666666665
409435,325816,64.64555840802103,60.833148548952785,0,96.32937568122998,0,5,592461.0,513429.0,511488.0,509526.71428571426,509436.26666666666
585412,383341,98.23675315821276,60.38565235477662,0,105.47990174588018,1,5,409435.0,590710.0,534415.0,508769.85714285716,509514.6
575150,369631,72.55866869509411,42.25685065470582,0,91.0414481244254,2,5,585412.0,467215.0,544572.0,524189.14285714284,510945.5333333333
478832,296347,95.53614689234723,70.19183058430303,1,90.25643299021212,3,5,575150.0,469042.0,584294.0,525587.7142857143,510232.1
451293,248787,84.11771505917847,52.50352146807455,0,105.91088783853296,4,5,478832.0,544356.0,429375.0,512293.0,509450.5333333333
478781,235488,93.0682943896595,64.19504569826356,0,99.542927519781,5,5,451293.0,493468.0,540734.0,510194.85714285716,508198.1666666667
591475,274441,99.36052652841856,44.27663230790364,0,92.61762277107152,6,5,478781.0,592461.0,416964.0,510054.0,512360.1
560196,222431,71.53621751274983,68.51971712345113,0,94.71131869189004,0,5,591475.0,409435.0,513429.0,531591.2857142857,517136.76666666666
443919,261681,98.44541941630372,75.95772140836392,0,108.65007906194764,1,6,560196.0,585412.0,590710.0,511378.0,514240.8
566319,394555,75.57927579609681,21.71490052822529,1,107.19005951249795,2,6,443919.0,575150.0,467215.0,510116.4285714286,513876.5333333333
521172,322720,75.42047618947689,76.63437724593824,0,104.19570100447945,3,6,566319.0,478832.0,469042.0,516165.0,513286.36666666664
494758,249153,73.61548417018022,53.22372254322458,0,99.64450460674654,4,6,521172.0,451293.0,544356.0,522374.28571428574,516270.4
593824,206368,81.6563042939034,77.57327272721794,0,100.40647252382772,5,6,494758.0,478781.0,493468.0,538809.0,522062.6666666667
456573,358496,66.16580172713948,44.50413650728117,0,109.50489070567916,6,6,593824.0,591475.0,592461.0,519537.28571428574,518061.26666666666
459101,312360,82.14845941432044,40.3232388306428,0,109.31540887768574,0,6,456573.0,560196.0,409435.0,505095.14285714284,513777.0333333333
426646,376076,81.66819249640017,83.2048586013778,0,94.30538091571668,1,6,459101.0,443919.0,585412.0,502627.5714285714,510846.9666666667
504185,312755,90.4760725041948,30.093541403872106,0,106.22209132610637,2,6,426646.0,566319.0,575150.0,493751.28571428574,510603.5333333333
423049,256985,93.34599847750344,77.53698602289145,1,93.94485332334034,3,6,504185.0,521172.0,478832.0,479733.71428571426,506891.3333333333
498116,250069,77.61765401249696,48.72164580075233,0,94.27074955767904,4,6,423049.0,494758.0,451293.0,480213.4285714286,505342.8
497379,252326,72.09332997405976,51.12763540410078,0,103.52186068329154,5,6,498116.0,593824.0,478781.0,466435.5714285714,502445.63333333336
468385,308737,70.37339589268377,34.67746251915872,0,98.10002197175096,6,6,497379.0,456573.0,591475.0,468123.0,503745.9666666667
526131,354470,67.78495346819487,55.843376049521254,0,108.6308881421304,0,6,468385.0,459101.0,560196.0,477698.71428571426,503259.2
571230,250861,62.305903287960994,36.0168957020969,0,91.78019469792018,1,6,526131.0,426646.0,443919.0,498353.5714285714,508401.4
596489,275897,73.69791915338854,13.141553139332183,0,100.23051281618986,2,6,571230.0,504185.0,566319.0,511539.85714285716,511170.06666666665
423289,327118,70.80990768523134,31.75988842754848,0,108.37043060886242,3,6,596489.0,423049.0,521172.0,511574.14285714284,505589.36666666664
510226,268577,98.6566954346563,10.510323472527254,0,108.0822732095901,4,6,423289.0,498116.0,494758.0,513304.14285714284,507023.06666666665
500793,396713,82.30835305000176,88.26838296454854,0,93.13058426831482,5,6,510226.0,497379.0,593824.0,513791.85714285716,508081.43333333335
409823,209078,73.8910815612203,87.2597767855798,0,97.33275400192912,6,6,500793.0,468385.0,456573.0,505425.85714285716,503597.0
591232,356075,83.21870403974783,41.6124237977844,0,102.38242800093391,0,6,409823.0,526131.0,459101.0,514726.0,506855.8
441975,262768,65.56786805382782,68.26966834717167,0,93.18789769542803,1,6,591232.0,571230.0,426646.0,496261.0,501839.6
409540,251047,77.76174996808811,37.664487872834,0,109.36044344091478,2,6,441975.0,596489.0,504185.0,469554.0,501843.1
416364,271626,85.04937285684255,63.687452566878086,0,108.2949865745532,3,6,409540.0,423289.0,423049.0,468564.71428571426,496208.1666666667
535683,257660,79.55591327169806,74.43440344367832,0,93.33900358068938,4,6,416364.0,510226.0,498116.0,472201.4285714286,494892.6
427663,380858,76.07115202617297,85.74049957537926,0,92.4231092252197,5,6,535683.0,500793.0,497379.0,461754.28571428574,493186.9666666667
451991,332997,99.75393555598792,42.01698206797376,0,91.70816965616532,6,6,427663.0,409823.0,468385.0,467778.28571428574,493210.23333333334
588751,317832,95.21259048595708,72.66383863648382,0,108.18887328073262,0,6,451991.0,591232.0,526131.0,467423.85714285716,496875.9
504182,330406,84.9362383263776,31.274276050569505,0,93.8724761959092,1,6,588751.0,441975.0,571230.0,476310.5714285714,493966.13333333336
562049,325150,82.77509444729131,89.22658430349186,0,98.3256985708871,2,6,504182.0,409540.0,596489.0,498097.5714285714,494027.9
494704,357087,84.82641919298337,12.061567901148091,0,98.97702731304004,3,7,562049.0,416364.0,423289.0,509289.0,495720.73333333334
449115,233320,68.05248431289733,58.282304520089674,1,101.98022088427136,4,7,494704.0,535683.0,510226.0,496922.14285714284,491813.93333333335
491007,264881,75.80550973057274,62.76047853210617,0,91.4347068749485,5,7,449115.0,427663.0,500793.0,505971.28571428574,490808.43333333335
591962,290827,61.57838131563597,65.04364456593031,0,94.53517234801032,6,7,491007.0,451991.0,409823.0,525967.1428571428,494048.56666666665
597459,302215,79.02184149947307,19.631006303127123,0,108.62980773837852,0,7,591962.0,588751.0,591232.0,527211.1428571428,494169.73333333334
549143,357361,81.72098335830653,85.08238267785043,0,108.1682021453714,1,7,597459.0,504182.0,441975.0,533634.1428571428,497255.4
590347,334461,69.10998944412839,24.494662324006622,0,105.62581294811385,2,7,549143.0,562049.0,409540.0,537676.7142857143,501630.26666666666
411938,356755,98.56115388662054,59.82027225918728,0,90.38802491236432,3,7,590347.0,494704.0,416364.0,525853.0,501140.0
566267,344701,96.37818443748968,27.814086329846795,0,96.54013536992204,4,7,411938.0,449115.0,535683.0,542589.0,503209.4
491680,261550,88.88572941823624,34.57731336170167,0,102.55917470685816,5,7,566267.0,491007.0,427663.0,542685.1428571428,505497.1
404000,224826,81.33546515061451,53.71668333824995,0,95.50380423546952,6,7,491680.0,591962.0,451991.0,515833.4285714286,502359.9
501042,300734,94.7987663859074,43.37547348516612,0,108.19173390107557,0,7,404000.0,597459.0,588751.0,502059.5714285714,502482.0
493610,357702,65.22609375293851,22.818048078120505,0,102.67778923664883,1,7,501042.0,549143.0,504182.0,494126.28571428574,503322.8333333333
503691,377235,91.6203917709954,23.674912193667865,0,91.43813434632892,2,7,493610.0,590347.0,562049.0,481746.85714285716,502574.8333333333
438304,298511,64.99283255867394,43.451583053023974,0,108.18011177671406,3,7,503691.0,411938.0,494704.0,485513.4285714286,498143.9666666667
469449,397507,91.76842650197622,70.58263826204006,1,109.15533316352445,4,7,438304.0,566267.0,449115.0,471682.28571428574,493909.3
482986,211653,71.03070273005427,81.83717174782308,1,91.5542483678345,5,7,469449.0,491680.0,491007.0,470440.28571428574,495899.2
551836,359033,95.08362324072756,16.73021298075063,0,100.6472046972263,6,7,482986.0,404000.0,591962.0,491559.71428571426,497286.2
508940,281941,97.76168375301592,41.44831260475208,0,96.0672856442834,0,7,551836.0,501042.0,597459.0,492688.0,497557.76666666666
438494,233662,65.95183877620462,18.01964509783013,0,97.85678152962804,1,7,508940.0,493610.0,549143.0,484814.28571428574,498513.4666666667
403373,298818,78.50702420261574,11.32739845060783,1,93.59302435910683,2,7,438494.0,503691.0,590347.0,470483.14285714284,492251.5
543233,387518,99.2394951265074,62.93749461151653,0,101.56144204024824,3,7,403373.0,438304.0,411938.0,485473.0,495626.76666666666
497532,352360,79.33629743892587,58.19595535732702,0,109.1595870649778,4,7,543233.0,469449.0,566267.0,489484.85714285716,498559.8333333333
492658,295081,94.5419009005818,23.041529105190897,0,100.0614520054322,5,7,497532.0,482986.0,491680.0,490866.5714285714,501102.9666666667
523633,236877,83.54926088525279,28.70502664744513,0,91.65829162788962,6,7,492658.0,551836.0,404000.0,486837.5714285714,500701.3
500386,311562,75.01319631678408,11.89662029156147,0,102.40002666954815,0,7,523633.0,508940.0,501042.0,485615.5714285714,503125.4
427350,346385,71.43134222103481,76.7957764555523,0,96.80445988902514,1,7,500386.0,438494.0,493610.0,484023.5714285714,502304.0333333333
493008,272715,68.12892364344349,87.97524768388412,0,107.11850379182596,2,7,427350.0,403373.0,503691.0,496828.5714285714,499112.6
494297,341398,90.47192765510788,20.836762943575263,0,98.6935629663294,3,7,493008.0,543233.0,438304.0,489837.71428571426,498783.1
425351,310091,75.46162027292111,28.518017101223847,0,93.85679217884493,4,7,494297.0,497532.0,469449.0,479526.14285714284,494226.5
